,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags
113,3038,3,Karcag Hipermarket,2215,5300,Karcag,Kisújszállási utca,34,,POINT (47.30446 20.90412),Kisújszállási u. 34.,https://tesco.hu/aruhazak/aruhaz/tesco-karcag-hipermarket/,,,,,,,,,,,,,,,41013,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-21:00; Su 07:00-18:00; PH off,2021-11-20 12:25:29.553186+00:00,,,47.30446,20.90412,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
114,3084,3,Tiszafüred Hipermarket,2229,5350,Tiszafüred,Madách Imre utca,2,,POINT (47.60552 20.75905),Madách Imre u. 2.,https://tesco.hu/aruhazak/aruhaz/tesco-tiszafured-hipermarket/,,,,,,,,,,,,,,,41051,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-21:00; Su 07:00-18:00; PH off,2021-11-20 12:25:29.553186+00:00,,,47.60552,20.75905,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
115,3001,3,Túrkeve Szupermarket,2241,5420,Túrkeve,Kabai út,2,,POINT (47.11016 20.73478),Kabai út 2.,https://tesco.hu/aruhazak/aruhaz/tesco-turkeve-szupermarket/,,,,,,,,,,,,,,,44015,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-21:00; Su 08:00-16:00; PH off,2021-11-20 12:25:29.553186+00:00,,,47.11016,20.73478,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
116,2978,3,Szarvas Hipermarket,2278,5540,Szarvas,Csabai út,9,,POINT (46.85407 20.57265),Csabai út 9.,https://tesco.hu/aruhazak/aruhaz/tesco-szarvas-hipermarket/,,,,,,,,,,,,,,,41910,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-20:00; Su 06:00-18:00; PH off,2021-11-20 12:25:29.553186+00:00,,,46.85407,20.57265,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
117,2974,3,Békéscsaba Szupermarket,2286,5600,Békéscsaba,Corvin utca,41,,POINT (46.66973 21.10842),Corvin J. u. 41.,https://tesco.hu/aruhazak/aruhaz/tesco-bekescsaba-szupermarket/,,,,,,,,,,,,,,,44012,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-21:00; Su 08:00-16:00; PH off,2021-11-20 12:25:29.553186+00:00,,,46.66973,21.10842,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
118,2973,3,Békéscsaba Hipermarket,2286,5600,Békéscsaba,Szarvasi út,68,,POINT (46.68168 21.07226),Szarvasi út 68.,https://tesco.hu/aruhazak/aruhaz/tesco-bekescsaba-hipermarket/,,,,,,,,,,,,,,,41580,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 07:00-20:00; PH off,2021-11-20 12:25:29.553186+00:00,,,46.68168,21.07226,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
119,2987,3,Mezőberény Szupermarket,2306,5650,Mezőberény,Békési utca,18,,POINT (46.82241 21.03065),Békési u. 18.,https://tesco.hu/aruhazak/aruhaz/tesco-mezobereny-szupermarket/,,,,,,,,,,,,,,,44026,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-21:00; Su 08:00-16:00; PH off,2021-11-20 12:25:29.553186+00:00,,,46.82241,21.03065,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
120,2976,3,Gyula Hipermarket,2320,5700,Gyula,Csabai út,3,,POINT (46.64181 21.25977),Csabai út 3.,https://tesco.hu/aruhazak/aruhaz/tesco-gyula-hipermarket/,,,,,,,,,,,,,,,41026,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,21:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 06:00-21:00; PH off,2021-11-20 12:25:29.553186+00:00,,,46.64181,21.25977,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
121,2988,3,Sarkad Szupermarket,2325,5720,Sarkad,Szalontai utca,3-7,,POINT (46.74585 21.38602),Szalontai u. 3-7.,https://tesco.hu/aruhazak/aruhaz/tesco-sarkad-szupermarket/,,,,,,,,,,,,,,,44024,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-21:00; Su 08:00-16:00; PH off,2021-11-20 12:25:29.553186+00:00,,,46.74585,21.38602,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
122,2968,3,Orosháza Hipermarket,2350,5900,Orosháza,Vásárhely utca,23/A,,POINT (46.54839 20.64807),Vásárhely u. 23/a,https://tesco.hu/aruhazak/aruhaz/tesco-oroshaza-hipermarket/,,,,,,,,,,,,,,,41690,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 07:00-20:00; PH off,2021-11-20 12:25:29.553186+00:00,,,46.54839,20.64807,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
123,2970,3,Kecskemét Target Center Hipermarket,2365,6000,Kecskemét,Izsáki út,12/B,,POINT (46.8953 19.66589),Izsáki út 12/b,https://tesco.hu/aruhazak/aruhaz/tesco-kecskemet-target-center-hipermarket/,,,,,,,,,,,,,,,41027,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 07:00-20:00; PH off,2021-11-20 12:25:29.553186+00:00,,,46.8953,19.66589,3,Tesco,shop,"{'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'brand:wikipedia': 'hu:Tesco', 'payment:wire_transfer': 'yes', 'payment:multipay': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'wheelchair': 'yes', 'payment:cash': 'yes', 'payment:otp_bankpont': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'brand:wikidata': 'Q487494', 'internet_access:ssid': 'tesco-internet', 'payment:visa_electron': 'yes', 'source:wheelchair': 'website', 'internet_access': 'wlan', 'shop': 'supermarket', 'payment:otp_cafeteria': 'yes', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'payment:edenred_voucher': 'yes', 'ref:vatin': 'HU10307078', 'ref:HU:company': '13-10-040628', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'payment:erzsebet_plus': 'yes', 'payment:american_express': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'brand': 'Tesco', 'payment:gift_card': 'yes', 'payment:jcb': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:edenred_card': 'yes', 'payment:erzsebet': 'yes', 'internet_access:fee': 'no', 'payment:visa': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,2000.0,1100.0,,,,,,2021-11-20 13:13:50.575023,
